product,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Week 19,Week 20,Week 21,Week 22,Week 23,Week 24,Week 25,Week 26,Week 27,Week 28,Week 29,Week 30,Week 31,Week 32,Week 33,Week 34,Week 35,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Week 44,Week 45,Week 46,Week 47,Week 48,Week 49,Week 50,Week 51,Week 52
65,169.12,23.18,165.94,308.68,153.17,49.41,55.71,48.47,420.41,40.82,77.58,228.35,189.65,143.99,75.0,130.15,99.58,407.64,174.39,216.41,199.32,128.69,188.91,39.01,224.77,52.42,259.3,22.12,98.18,654.06,270.73,309.11,138.95,117.12,83.87,191.21,110.07,191.7,56.57,181.7,55.99,184.24,155.25,188.14,16.37,24.69,147.89,125.34,309.85,71.25,263.49,61.3
66,267.54,75.98,57.14,32.37,139.37,85.57,63.4,172.47,89.7,6.85,90.88,20.0,78.79,160.14,17.41,132.47,150.73,164.13,54.99,110.55,22.16,57.36,194.97,219.8,61.1,30.91,46.35,80.95,111.57,88.7,414.63,51.07,20.01,46.71,146.87,14.83,125.18,65.45,192.25,245.47,80.7,21.52,55.08,17.53,346.1,62.04,128.0,36.43,213.01,51.27,230.73,227.04
67,138.62,280.27,122.77,239.75,109.0,230.95,155.8,169.55,275.88,130.22,84.9,329.96,34.14,68.6,65.56,95.65,195.48,407.38,114.42,144.98,218.65,111.68,110.29,310.02,179.11,49.15,134.42,91.45,44.9,430.15,202.1,117.42,182.29,103.23,439.88,250.88,123.01,91.97,83.38,89.99,96.96,48.42,73.17,86.21,57.9,85.67,78.43,66.64,117.35,59.5,199.34,70.47
68,127.39,114.42,186.45,51.57,123.36,93.69,441.72,112.2,156.07,219.61,96.22,58.42,18.76,56.27,80.27,117.08,218.88,172.06,108.7,212.73,644.59,109.35,180.03,116.35,27.48,93.01,146.89,231.68,176.38,103.0,112.37,294.16,105.55,216.94,144.64,62.46,218.69,272.07,53.53,290.83,150.67,36.9,83.42,209.73,191.63,188.04,58.71,209.82,28.28,185.66,53.56,227.57
69,115.68,140.49,32.99,163.71,66.04,13.23,190.69,130.66,16.65,200.0,186.47,321.73,292.19,123.46,120.14,160.64,112.32,198.07,286.28,111.97,62.98,158.8,141.59,133.61,214.91,204.98,253.44,238.24,137.27,146.71,292.62,228.48,81.92,75.09,92.71,96.2,186.4,287.8,154.02,232.37,21.2,186.5,103.56,44.1,66.16,96.77,88.21,131.4,94.24,139.13,66.53,178.31
70,502.76,239.02,94.84,147.23,178.96,151.87,350.06,276.92,222.75,168.03,74.66,264.05,37.34,378.19,147.29,335.8,216.75,60.06,495.93,27.7,539.19,39.2,111.31,28.13,298.55,69.83,147.07,120.86,108.56,53.86,128.48,277.05,655.48,69.74,351.62,229.65,121.32,345.01,187.11,376.13,164.44,83.1,66.3,514.85,95.37,5.46,100.1,302.93,121.95,59.64,741.36,304.98
71,349.56,195.95,93.97,229.29,131.38,101.77,215.83,166.58,44.46,118.05,333.29,57.13,12.12,41.73,190.26,77.78,70.22,166.74,49.19,896.78,83.44,111.48,117.9,44.53,38.82,178.86,198.67,315.15,420.53,24.53,171.39,200.59,142.92,99.6,396.22,95.73,87.62,261.97,180.97,32.32,150.19,107.51,137.15,68.56,87.33,193.55,330.61,622.15,65.95,100.96,16.02,263.84
72,187.68,226.65,22.31,113.56,193.64,111.68,104.67,23.5,26.93,42.3,3.45,149.62,129.15,261.78,38.56,19.25,108.6,197.74,35.42,56.7,248.34,100.06,85.45,162.6,203.01,40.84,172.1,163.65,83.34,40.45,157.56,27.76,163.58,77.05,228.37,48.04,130.05,107.92,172.05,158.33,128.64,134.72,41.76,10.74,76.97,106.96,196.08,144.18,80.47,110.92,101.74,272.17
73,148.09,209.51,14.97,187.86,24.87,140.13,123.3,139.35,408.28,413.01,246.48,93.48,84.08,178.76,647.59,438.35,342.16,70.63,148.5,255.29,106.9,116.59,11.92,314.92,312.47,129.92,112.09,245.36,34.41,18.09,179.4,121.47,189.13,644.54,142.23,130.46,198.3,306.98,179.7,214.38,429.5,155.24,170.39,286.26,358.57,186.9,83.96,610.8,292.71,136.92,42.08,97.04
74,43.94,48.16,16.89,63.23,243.61,186.7,294.17,185.94,129.68,94.78,106.56,521.6,454.78,262.02,423.61,424.56,238.45,216.11,207.67,513.22,16.32,233.82,414.0,509.37,132.87,34.85,68.98,65.57,197.09,213.45,53.94,418.18,385.19,380.31,313.27,499.78,51.25,36.68,263.88,324.1,118.07,113.74,107.4,44.73,216.67,85.04,370.43,151.04,270.1,351.05,71.62,331.62
75,142.14,163.44,147.89,8.47,112.75,82.66,186.62,273.27,403.05,166.14,266.32,70.58,174.82,144.48,136.54,237.68,74.57,41.48,156.55,64.11,38.75,77.72,44.25,244.24,128.01,60.22,180.21,62.08,99.45,58.08,54.19,132.57,184.57,34.82,3.37,183.24,382.19,124.12,158.77,116.32,190.93,62.16,81.85,405.17,117.23,52.15,93.88,107.5,55.42,91.65,153.66,51.82
76,142.28,39.89,345.08,263.68,189.38,147.04,86.33,104.36,75.97,728.97,171.47,158.19,29.21,263.84,223.62,218.16,118.26,195.72,112.8,191.58,126.25,120.63,509.46,26.14,134.56,348.89,145.78,70.8,146.49,94.35,116.51,139.6,510.61,55.48,316.58,282.38,344.9,345.78,78.63,351.51,451.52,58.91,350.34,744.36,224.65,276.57,86.96,424.68,236.49,173.38,614.15,197.25
77,104.58,359.31,219.38,176.86,38.23,48.36,212.69,62.48,96.61,279.17,180.41,104.92,54.22,44.35,143.16,64.65,173.01,100.89,77.88,50.67,69.62,184.22,285.35,146.73,49.11,160.75,55.25,82.19,67.61,406.97,142.15,42.62,61.82,163.91,211.47,154.28,31.23,55.3,98.31,83.27,12.79,107.54,85.71,191.83,58.54,330.76,95.73,188.06,64.11,385.69,135.59,50.16
78,74.34,54.47,39.13,87.07,91.47,102.06,415.22,7.44,54.2,84.75,67.45,100.29,92.4,127.86,5.31,42.29,50.4,100.81,302.02,90.84,147.74,171.74,16.3,29.68,75.51,61.26,51.49,109.87,22.03,51.32,19.23,40.28,74.74,39.48,66.4,230.06,23.84,85.75,136.89,117.38,88.51,113.57,74.68,36.07,50.9,104.04,100.75,69.24,99.78,41.66,55.45,128.43
79,108.2,11.75,41.07,80.9,135.83,36.41,162.18,142.35,64.91,149.12,119.37,156.63,51.83,238.29,105.13,117.79,88.37,194.26,59.61,315.21,146.88,116.33,69.91,259.93,27.38,24.66,116.09,69.88,26.4,118.08,41.2,46.34,104.04,16.46,178.3,155.67,249.09,88.25,246.0,136.96,340.11,284.12,325.1,76.48,232.68,133.32,71.51,102.29,150.7,160.7,26.97,93.54
80,68.46,540.2,17.31,534.15,49.2,63.33,105.42,159.68,224.26,537.72,205.77,268.64,131.25,110.98,189.57,183.1,136.73,113.69,247.19,105.97,230.53,27.42,91.45,108.78,297.98,84.19,99.21,94.64,99.93,288.9,207.02,61.09,771.09,191.66,149.78,121.89,60.09,379.12,147.29,77.71,86.55,191.74,34.38,159.78,82.39,107.57,85.16,67.14,111.83,96.95,44.85,269.47
81,280.58,163.55,263.58,456.17,423.47,402.98,531.46,378.93,125.47,509.93,104.52,213.59,217.5,39.79,12.87,408.59,107.81,88.5,895.13,541.48,438.37,121.7,204.85,90.63,131.64,233.27,416.14,74.1,127.46,155.9,148.71,427.34,431.7,44.75,198.89,540.34,104.7,507.23,85.04,296.28,38.46,120.54,254.31,308.53,156.58,160.56,138.25,300.51,220.32,360.94,132.57,16.02
82,120.57,42.9,70.15,103.51,162.11,98.12,148.3,73.55,212.94,40.55,59.43,94.34,110.08,193.79,561.48,263.74,198.46,244.89,266.7,423.58,317.81,305.83,172.38,167.5,354.76,59.59,284.29,212.22,584.42,80.31,54.54,59.49,273.73,215.74,156.5,38.52,246.65,54.96,109.15,103.69,435.3,126.27,71.37,386.47,271.07,282.03,35.38,913.7,377.22,144.18,594.91,118.8
83,373.46,72.65,333.8,598.59,136.03,280.05,137.32,1324.98,80.41,329.38,323.91,271.98,124.0,317.48,55.31,193.33,98.39,200.5,78.71,115.51,279.48,166.8,64.44,313.68,353.71,210.58,267.48,178.39,348.39,498.18,563.95,224.19,334.79,546.47,287.23,253.21,569.16,216.36,149.83,225.1,193.28,256.29,167.19,517.72,104.89,248.91,227.8,430.05,19.88,221.78,360.59,225.88
84,37.33,240.63,399.99,141.03,447.83,141.36,197.13,310.02,88.99,419.76,54.99,59.13,528.54,356.73,340.36,508.66,428.06,409.4,308.97,156.7,50.13,149.92,241.78,220.02,429.07,40.55,656.37,96.17,526.71,309.37,84.74,232.33,573.66,161.44,149.93,1153.4,376.36,118.1,107.47,262.34,220.58,408.2,32.18,506.99,614.62,84.32,257.75,134.64,150.54,403.22,53.11,356.43
85,122.89,174.32,704.97,223.37,232.81,555.64,626.54,133.08,262.49,742.3,139.56,207.94,206.4,189.4,285.65,111.13,140.98,142.1,18.85,381.49,519.31,139.86,176.39,158.13,202.19,74.94,331.41,117.52,220.44,206.36,58.95,327.2,469.95,189.14,371.31,337.64,268.02,295.41,42.74,328.0,122.4,231.89,123.08,458.44,272.31,149.25,191.06,188.68,159.9,242.11,702.58,552.47
86,415.41,475.76,356.29,46.96,674.87,251.67,503.13,1771.03,778.38,1085.23,322.39,117.36,742.72,422.94,517.1,337.17,530.88,203.52,693.88,575.32,285.95,188.28,260.09,277.46,331.06,469.55,117.17,758.98,321.42,362.94,226.02,442.6,169.16,194.34,402.43,55.95,279.98,102.92,395.14,583.61,137.14,285.44,353.59,773.78,377.92,192.68,544.46,1483.49,351.22,772.3,1301.31,658.4
87,8.51,56.16,16.85,10.46,56.51,33.72,35.89,58.24,25.74,25.99,34.5,8.98,43.39,17.03,45.47,41.58,13.15,103.04,82.32,10.42,52.57,9.84,39.51,73.45,21.4,22.47,30.13,8.88,72.23,22.34,40.12,35.44,53.38,52.35,7.22,66.75,17.69,25.45,19.7,45.23,33.26,10.32,12.85,106.53,54.86,35.21,55.52,51.06,109.15,27.91,22.98,69.32
88,180.64,94.96,151.19,3.16,10.8,299.03,51.05,176.14,17.65,117.8,205.28,66.76,38.11,317.6,80.64,49.13,92.85,56.58,608.46,110.09,13.96,225.72,43.15,119.22,270.14,273.93,55.25,81.93,125.52,86.53,158.98,93.81,12.54,184.64,42.06,113.29,192.49,194.65,140.13,166.03,74.68,194.17,198.71,150.86,179.94,85.57,107.67,72.01,261.72,124.22,132.15,53.97
89,166.24,32.21,198.06,48.15,216.8,150.97,114.64,290.61,243.18,249.72,701.71,338.93,315.69,202.92,148.75,164.99,258.65,164.49,136.7,264.29,430.25,172.21,94.49,166.74,88.88,183.81,131.83,54.87,401.85,90.8,20.19,205.34,360.48,352.2,396.11,176.81,147.46,90.57,416.62,20.68,232.64,189.77,109.09,49.83,496.34,624.14,221.95,463.27,507.54,288.21,191.79,572.91
90,50.32,63.25,105.86,190.84,105.4,184.22,37.2,59.99,26.89,175.95,38.1,9.22,43.09,198.71,95.85,385.02,91.14,58.33,72.97,93.39,45.01,46.93,143.39,65.85,32.46,29.45,125.02,83.94,131.5,70.4,110.5,39.56,66.8,242.9,20.56,54.45,131.32,84.48,112.96,65.93,83.29,34.97,154.12,53.44,10.0,44.0,62.59,118.98,37.27,158.66,76.46,133.17
91,889.3,326.13,236.12,149.09,430.12,287.62,44.81,434.55,166.58,371.59,340.76,573.54,387.62,289.98,329.22,100.63,372.7,930.06,355.33,220.17,381.26,319.29,618.31,271.72,416.76,1453.36,907.7,294.64,123.77,752.65,534.77,720.91,129.13,1154.41,191.93,729.64,681.67,348.87,263.04,495.94,311.72,837.97,316.68,157.41,430.39,724.25,214.66,107.94,146.67,986.06,83.02,325.78
92,148.99,56.73,244.49,81.48,138.81,79.53,109.18,100.21,75.99,79.62,115.9,90.08,181.39,78.66,38.8,43.08,72.69,18.09,211.42,47.01,27.29,129.52,15.05,69.64,34.36,49.78,70.83,65.71,48.22,14.32,58.53,33.97,73.59,100.16,100.25,30.85,106.91,13.83,15.95,31.03,77.36,82.78,10.62,49.1,42.39,165.55,76.93,115.36,97.46,116.25,161.66,16.8
93,668.05,133.69,453.0,184.45,166.59,293.91,714.93,318.46,343.11,159.74,369.89,140.55,384.24,392.31,132.63,217.84,148.7,115.65,235.75,134.2,231.32,674.77,192.9,180.42,5.33,154.52,266.17,314.21,425.16,131.26,367.05,206.57,377.51,325.74,405.35,262.67,144.7,192.07,42.82,144.88,48.41,50.88,446.56,317.4,260.73,253.46,122.95,237.77,118.66,16.3,800.53,127.35
94,121.09,295.89,102.38,108.0,106.98,41.02,64.99,320.48,115.83,51.62,203.79,131.15,36.74,42.21,130.35,137.5,153.22,125.56,86.81,69.07,92.09,167.88,169.52,76.28,118.19,89.15,44.31,97.89,207.7,84.75,165.14,245.56,81.13,271.23,219.7,353.16,134.66,93.67,158.58,281.66,74.55,57.01,150.6,84.97,44.26,7.18,65.6,78.32,41.21,205.54,179.85,165.49
95,100.23,183.31,113.66,200.78,369.54,36.85,336.98,37.97,129.17,65.22,440.44,484.89,289.08,278.85,148.74,230.39,35.88,248.48,112.6,200.39,145.08,13.58,43.74,335.78,107.2,198.71,298.77,263.87,140.61,569.5,256.38,370.37,296.42,141.73,518.36,235.55,42.59,210.29,102.58,192.56,381.12,214.27,72.5,358.7,287.18,33.28,312.73,167.01,102.15,296.97,363.63,454.58
96,270.14,399.21,147.74,310.98,612.62,423.9,105.35,130.61,1145.34,84.24,185.72,277.73,364.97,944.55,109.55,120.19,100.83,120.13,63.37,210.7,91.88,179.67,601.35,193.52,439.37,211.38,389.96,216.15,49.24,433.13,256.29,279.59,58.29,588.78,180.13,401.4,206.58,141.28,228.42,134.49,218.06,171.27,422.79,46.78,165.23,361.46,169.72,115.79,95.72,391.73,115.16,620.67
97,153.92,237.89,92.18,62.76,73.54,332.26,70.41,345.89,205.75,16.38,93.0,189.6,302.82,277.5,92.72,186.22,118.79,143.77,132.47,649.43,107.87,214.58,313.78,420.1,76.92,263.58,81.06,30.96,610.61,330.57,217.61,89.58,68.47,409.26,109.77,147.75,217.47,263.26,56.5,208.35,55.93,239.53,309.21,195.27,110.3,207.53,28.45,34.66,283.26,486.57,226.31,451.72
98,194.71,385.87,123.48,291.13,156.69,11.98,329.11,60.16,29.58,131.82,151.83,299.18,247.56,196.22,44.73,227.12,40.91,72.38,93.69,43.45,49.16,136.19,60.14,350.01,147.01,140.11,60.71,142.39,69.97,49.86,129.38,70.35,51.4,149.72,226.9,29.1,153.27,65.84,319.04,177.03,142.38,95.01,112.42,74.97,218.92,422.13,37.4,138.51,133.74,69.9,118.68,79.1
99,196.26,143.86,102.72,75.36,123.08,51.49,16.75,330.04,115.68,44.04,114.53,231.21,85.12,67.95,198.94,90.33,87.05,154.64,221.43,147.78,293.87,179.82,25.03,309.48,177.93,11.75,88.8,136.48,37.76,230.75,267.48,158.43,31.34,55.95,229.39,159.98,217.2,54.47,23.51,145.59,129.97,62.7,172.46,120.59,56.76,151.13,97.65,201.33,295.82,196.05,50.33,150.42
100,179.04,220.71,303.18,89.65,507.59,526.63,153.64,160.85,229.18,289.83,214.53,125.1,13.22,193.92,96.69,75.44,161.73,73.26,98.19,97.95,467.58,384.85,27.38,31.2,393.57,213.89,209.27,152.41,65.5,67.57,126.23,149.02,198.75,195.63,116.23,202.46,84.88,151.01,262.75,28.96,445.39,368.1,223.56,161.4,12.81,267.06,188.75,251.35,99.53,77.02,65.89,209.29
101,197.07,98.87,322.2,92.15,215.83,312.28,578.13,360.98,190.25,169.3,158.72,135.52,114.6,124.16,770.42,81.09,350.18,328.08,118.09,217.06,163.82,69.33,115.76,134.81,118.13,39.4,100.75,42.37,305.6,200.57,126.07,142.17,202.34,63.08,151.15,188.43,618.32,298.72,457.94,71.95,123.24,208.67,414.34,213.1,8.09,454.48,278.5,76.77,245.99,401.79,647.39,118.42
102,124.64,83.95,126.13,52.35,478.03,206.68,508.22,364.59,533.84,720.41,120.77,122.13,334.32,122.31,345.75,610.75,739.34,39.63,90.31,261.09,619.72,841.38,128.8,538.22,940.42,214.16,804.23,485.46,267.47,201.46,491.36,50.04,224.97,578.64,107.12,402.76,82.77,39.16,442.93,258.73,296.89,119.39,130.87,174.85,155.56,660.16,584.09,125.09,471.5,918.87,257.15,110.81
103,32.47,24.07,284.81,35.21,33.33,128.53,25.89,228.95,35.05,78.82,169.93,105.62,64.04,78.54,157.21,75.24,53.63,99.25,10.69,37.06,55.23,47.47,37.38,53.7,45.73,43.78,292.45,158.06,45.45,264.01,117.8,144.83,31.52,25.73,67.72,22.78,190.74,96.24,157.2,256.15,33.49,33.18,26.6,46.65,50.54,34.12,164.65,104.78,59.14,174.89,109.1,68.8
104,26.58,93.55,110.2,34.06,76.27,16.34,58.42,103.9,146.44,49.94,12.64,84.88,42.79,90.01,15.2,107.82,104.05,25.57,74.52,71.91,51.67,63.6,20.56,82.43,212.96,159.73,16.57,78.73,0.91,48.58,21.33,50.61,92.73,120.02,166.18,34.73,105.7,143.12,105.77,60.07,96.89,62.65,39.42,71.07,42.58,104.22,84.65,124.49,18.97,37.38,44.06,8.02
105,3.34,61.04,132.77,246.77,148.63,139.35,293.97,320.63,143.11,496.77,203.83,172.93,233.01,50.75,34.2,210.82,270.96,141.64,105.03,84.64,238.33,172.97,213.45,149.7,72.02,162.54,154.18,152.11,127.66,255.08,59.73,307.52,254.23,50.07,155.19,153.03,224.65,189.01,70.96,131.89,163.4,202.67,140.85,211.05,147.24,292.11,196.29,34.72,38.28,294.68,608.53,384.61
106,46.52,151.86,130.07,140.94,74.52,387.89,163.93,176.5,122.01,299.23,469.92,59.97,131.27,192.64,409.54,313.58,60.25,233.93,342.63,154.17,113.13,377.19,228.33,128.32,272.75,196.85,64.64,82.13,387.91,208.95,218.96,114.86,34.75,242.16,198.89,105.45,207.71,16.07,75.12,125.64,77.5,185.36,111.13,27.94,154.6,831.8,203.65,212.64,332.86,235.27,90.92,201.02
107,366.73,341.93,309.39,147.09,142.63,143.57,161.67,243.96,540.25,146.68,100.58,252.88,151.2,721.25,233.08,399.67,260.86,212.79,195.88,432.12,244.25,299.57,354.24,119.14,275.13,72.64,297.17,57.89,255.67,133.32,284.26,218.16,645.12,170.12,70.4,798.56,322.87,257.28,671.47,173.45,126.07,190.29,285.87,144.58,41.63,487.43,255.45,488.74,86.49,101.53,640.84,103.59
108,541.56,247.88,43.98,572.08,138.09,70.93,32.19,1274.99,187.63,95.39,117.7,300.26,370.69,253.05,25.03,302.47,998.98,139.38,243.15,231.92,36.47,53.43,67.44,217.74,187.21,211.55,397.43,199.99,169.68,448.08,56.92,235.7,294.49,114.81,307.41,249.38,169.25,102.15,367.4,129.96,484.82,444.48,9.84,216.84,233.49,107.29,235.79,373.81,76.44,307.84,115.76,331.2
109,200.91,111.61,158.57,233.36,189.47,158.61,52.28,555.31,289.33,159.95,73.35,103.01,90.61,190.46,346.34,107.29,159.52,177.22,21.91,153.77,292.73,29.35,344.94,363.34,175.92,495.37,153.8,209.13,431.35,242.82,84.8,270.91,273.51,110.87,231.69,416.44,361.24,144.49,296.15,62.25,154.83,288.98,48.68,207.04,136.24,52.7,657.05,121.06,117.79,534.44,35.33,580.39
110,421.59,609.59,106.03,112.72,156.68,85.38,192.13,231.14,766.81,135.35,7.39,297.69,115.69,321.78,43.44,156.29,199.4,333.93,200.53,358.37,155.46,192.74,567.84,125.28,339.41,220.82,345.67,411.73,307.56,174.61,189.63,228.03,90.75,454.34,550.87,448.72,366.67,378.11,232.8,69.0,190.77,310.68,307.83,60.25,96.96,394.22,108.19,409.15,309.52,98.28,222.35,84.18
111,54.15,77.85,142.15,235.99,184.01,104.32,275.84,565.8,160.3,57.3,273.05,119.67,33.18,56.72,273.77,55.17,238.58,158.57,88.74,87.24,314.85,225.06,245.3,247.63,206.17,75.14,252.69,104.82,135.83,540.55,68.88,252.22,22.08,222.08,66.97,144.79,35.39,438.98,250.16,55.33,202.68,149.59,181.91,160.58,103.38,281.43,124.02,251.91,159.13,135.72,271.85,267.79
112,325.98,330.44,305.09,294.58,513.49,106.51,245.56,356.35,85.31,81.58,229.26,91.89,192.96,67.05,102.48,172.38,113.91,277.25,451.7,33.02,123.81,424.72,283.25,44.83,145.43,108.2,150.77,110.34,21.34,203.67,415.27,434.44,153.74,507.79,419.86,53.02,47.49,576.41,191.45,169.25,338.74,109.31,198.05,334.67,315.84,217.95,33.49,334.5,120.32,279.96,223.85,66.03
113,537.71,634.18,609.85,143.55,223.1,180.09,232.64,363.35,111.52,285.47,364.08,272.52,199.45,38.13,510.05,301.04,124.98,60.39,216.68,428.94,119.43,175.31,55.31,268.44,262.51,337.04,333.79,12.58,35.46,334.76,87.89,105.31,479.61,557.16,54.16,127.63,519.73,591.72,432.96,253.58,225.05,372.06,463.05,416.04,426.55,272.85,381.82,408.32,203.26,205.68,630.37,18.81
114,145.39,173.55,172.65,202.07,300.97,234.84,194.0,293.6,274.0,50.95,108.79,200.79,210.53,69.1,196.39,209.66,233.99,78.99,101.6,168.79,118.15,60.82,143.43,27.42,243.87,69.39,36.73,127.51,88.65,28.14,71.61,109.85,100.75,250.51,138.5,419.06,165.39,201.86,188.63,72.79,290.88,149.96,242.23,553.86,297.89,161.19,137.31,318.16,293.84,490.25,183.94,100.83
115,394.99,500.06,215.46,278.93,183.01,215.26,419.11,174.97,260.02,285.32,187.06,382.38,82.47,110.79,268.84,684.64,499.84,270.62,156.96,780.08,364.77,447.42,371.87,125.39,246.47,679.66,153.09,45.06,182.09,297.96,404.7,104.31,336.75,361.78,246.32,184.31,464.28,97.9,400.76,312.72,208.47,68.61,824.03,611.15,224.13,327.75,473.06,331.04,694.86,109.42,279.17,334.01
116,34.6,327.72,37.61,44.66,145.18,75.12,213.54,89.42,399.09,258.73,34.19,137.03,269.37,328.33,162.62,90.51,112.06,106.57,30.83,94.08,212.96,64.62,88.95,292.0,211.52,93.22,380.38,214.19,196.54,211.41,139.82,293.12,61.53,171.78,448.96,69.27,196.23,227.6,45.96,627.96,239.1,17.26,120.64,272.4,289.8,198.84,116.83,17.25,33.46,305.47,100.29,127.9
117,366.25,48.81,334.99,365.4,50.82,272.44,678.93,368.41,460.51,25.33,124.99,274.29,361.41,67.36,384.66,545.36,247.48,342.26,56.65,172.05,140.92,279.96,109.77,258.57,132.12,393.64,708.59,159.67,158.32,503.3,100.23,222.72,120.86,246.34,330.62,275.28,215.92,281.76,71.02,117.99,139.06,153.46,758.88,304.08,123.62,383.0,310.92,366.16,86.64,166.98,281.89,178.47
118,95.8,104.55,215.31,44.25,142.14,83.53,61.97,99.42,110.82,163.19,93.38,219.79,266.31,167.03,106.8,162.48,170.63,68.27,20.35,75.34,11.96,62.07,124.31,39.2,180.91,145.12,287.17,250.78,158.48,284.04,215.24,44.98,64.59,27.13,150.42,82.36,187.07,149.18,41.3,135.13,106.68,265.95,19.18,30.19,31.59,390.46,61.52,10.59,60.83,224.74,378.15,37.32
119,209.06,199.05,131.29,188.96,73.53,112.59,117.45,352.31,25.46,136.49,46.78,22.74,229.46,181.84,390.42,124.89,76.66,225.28,129.34,38.21,62.13,204.08,193.09,63.12,28.29,10.1,22.53,98.5,53.78,96.79,82.66,153.68,215.69,124.4,205.54,129.78,18.65,64.17,133.68,189.88,112.57,63.24,29.32,50.98,107.35,50.24,15.29,35.73,221.8,282.54,130.7,193.84
120,211.81,188.77,1359.84,438.79,356.48,789.97,172.3,314.22,147.01,127.84,352.6,335.69,157.54,480.17,289.12,223.46,328.41,302.55,478.72,186.15,709.75,49.24,355.32,382.24,215.6,28.14,350.69,792.67,156.88,741.15,345.27,174.67,728.89,95.66,587.0,279.06,190.19,665.79,827.23,293.7,326.96,476.76,378.82,283.6,91.74,541.73,196.85,503.65,181.65,418.14,349.37,202.18
121,118.24,97.94,21.31,23.36,124.79,74.26,58.99,99.51,85.1,88.11,73.16,38.53,124.28,55.07,153.56,61.41,89.57,158.03,194.37,121.63,35.56,251.07,140.3,93.42,27.32,99.45,87.95,88.11,177.02,209.02,200.2,50.47,98.91,130.93,37.92,80.56,47.07,34.8,271.91,66.12,203.14,16.88,277.34,112.1,76.02,65.12,123.12,35.63,25.63,30.82,81.65,52.59
122,91.73,44.05,302.53,56.48,83.04,118.35,124.92,33.02,77.52,60.15,66.43,61.71,61.11,81.25,241.19,153.52,149.4,90.3,132.26,64.82,65.34,64.11,26.4,16.97,199.38,79.14,59.09,63.74,43.02,61.74,14.25,196.67,22.11,115.58,156.6,156.99,176.01,91.01,259.45,124.35,62.78,103.96,72.1,301.97,41.68,140.99,153.53,48.75,105.23,106.58,15.95,56.28
123,206.98,226.79,415.26,350.98,63.35,132.17,159.97,970.95,251.08,251.95,928.88,525.19,431.21,906.74,676.54,187.1,586.39,167.35,68.61,61.72,252.96,626.72,129.42,307.17,480.72,234.16,171.95,574.68,498.75,146.59,296.93,709.72,647.99,284.49,351.73,1174.17,605.91,376.99,299.36,224.99,280.18,382.42,286.63,434.7,313.61,754.24,422.0,337.67,73.14,237.58,956.19,552.26
124,155.92,311.24,331.8,101.01,87.79,93.89,68.55,152.28,98.99,302.83,145.01,150.79,214.37,274.18,320.16,86.44,138.95,392.96,62.42,117.29,99.28,114.78,395.46,138.07,122.32,129.11,95.63,434.91,198.32,10.43,104.83,143.85,103.18,168.91,222.54,96.32,271.87,94.0,435.32,52.07,82.45,270.16,401.0,311.08,315.05,269.29,159.73,44.0,274.73,259.05,375.39,306.85
125,383.54,503.4,1077.76,120.03,366.6,384.99,1138.61,342.97,149.27,321.97,586.6,219.73,383.82,296.04,110.17,1359.27,172.85,202.17,851.33,226.28,194.29,280.68,524.74,196.46,1172.03,475.75,388.06,130.75,93.18,482.05,896.05,729.8,1257.56,589.3,80.71,1209.62,1775.22,466.16,213.39,57.73,311.26,174.19,433.89,513.9,386.48,144.97,851.6,791.06,432.3,151.38,230.21,476.92
126,33.68,13.44,21.42,19.38,13.49,130.37,112.12,17.85,70.01,16.95,79.73,15.68,57.38,56.82,21.05,139.21,51.31,0.88,83.78,98.44,39.19,19.79,43.14,44.07,19.54,64.6,11.48,11.16,47.97,111.77,38.2,42.18,15.11,42.07,24.19,71.09,43.85,71.65,90.96,32.74,62.02,14.37,127.15,61.0,37.49,23.02,78.56,30.9,68.73,28.64,46.74,100.22
127,52.67,18.56,33.98,48.81,71.15,32.74,79.14,1.43,32.36,67.11,31.41,58.92,50.96,6.38,49.22,167.13,28.62,56.41,118.55,64.59,142.16,57.42,51.68,29.45,72.48,161.06,127.19,153.93,43.45,71.58,15.11,88.99,24.75,34.85,128.38,18.96,66.3,62.8,48.39,106.68,77.58,36.73,195.43,73.8,44.81,39.84,122.88,29.44,13.62,23.35,25.86,165.7
128,83.59,105.06,28.11,60.05,32.96,27.87,188.17,485.11,129.49,281.32,37.88,118.41,282.42,64.84,85.12,268.78,147.92,203.09,7.55,16.17,146.9,125.16,220.17,101.52,67.73,273.27,165.16,69.04,93.04,76.38,65.63,149.42,409.12,100.99,160.46,160.37,117.86,101.86,139.55,75.88,282.52,208.64,21.81,189.27,119.22,51.47,148.2,49.27,124.16,143.89,10.97,87.69
129,454.99,163.98,498.06,136.0,284.78,43.69,181.9,377.58,103.54,93.08,339.62,205.61,36.47,338.59,391.15,18.08,98.7,389.56,197.07,140.78,298.21,357.07,417.12,389.46,359.5,892.33,456.41,197.4,94.47,531.3,51.11,486.84,313.24,427.85,345.25,155.41,282.98,561.12,561.81,365.09,676.88,419.08,704.93,237.62,238.81,181.64,67.8,467.52,57.63,371.97,563.55,188.21
